student_major,event_type,department,organizer_type,expected_attendance,interest_match_score,skill_match_score,target_major_count,target_interest_count,success
Law,seminar,Medicine,club_event,150,0.15,0.42,4,1,0
Architecture,social,Computer Science,dean_of_faculty,90,0.41,0.88,0,1,1
Computer Science,volunteer,Sciences,dean_of_faculty,159,0.74,0.92,1,1,1
Arts,cultural,Medicine,club_student,110,0.19,0.18,0,0,0
Computer Science,career,Student Affairs,student_affairs,227,0.83,0.77,0,5,1
Engineering,cultural,Computer Science,club_student,263,0.36,0.13,1,4,1
Engineering,sports,Student Affairs,student_affairs,106,0.64,0.76,0,3,1
Business,social,Sciences,dean_of_faculty,145,0.32,0.6,1,1,0
Medicine,social,Business,club_student,207,0.26,0.71,2,4,1
Law,career,Business,club_student,115,0.28,0.36,2,3,1
Computer Science,sports,Medicine,dean_of_faculty,275,0.64,0.93,0,2,1
Business,workshop,Computer Science,student_affairs,208,0.79,0.72,0,4,1
Education,career,Computer Science,dean_of_faculty,269,0.33,0.73,1,3,1
Arts,social,Medicine,student_affairs,227,0.31,0.27,3,3,1
Business,social,Arts,club_event,23,0.48,0.9,2,4,1
Business,workshop,Student Affairs,student_affairs,95,0.24,0.36,0,2,1
Law,career,Engineering,club_event,177,0.38,0.7,4,3,1
Arts,cultural,Student Affairs,club_event,224,0.26,0.66,2,5,1
Business,workshop,Sciences,dean_of_faculty,53,0.4,0.33,4,0,1
Education,seminar,Business,club_event,69,0.3,0.58,0,0,0
Arts,social,Engineering,club_student,105,0.87,0.18,1,0,1
Medicine,seminar,Student Affairs,student_affairs,93,0.88,0.59,4,3,1
Medicine,workshop,Engineering,club_student,182,0.34,0.58,3,2,1
Business,workshop,Engineering,dean_of_faculty,105,0.61,0.55,3,3,1
Architecture,career,Computer Science,student_affairs,182,0.8,0.96,3,2,1
Law,sports,Computer Science,club_student,237,0.75,0.3,1,0,1
Law,social,Business,club_student,113,0.26,0.38,0,0,1
Medicine,career,Computer Science,club_student,159,0.76,0.94,4,5,1
Engineering,cultural,Computer Science,dean_of_faculty,93,0.84,0.47,4,4,1
Medicine,seminar,Student Affairs,club_event,278,0.73,0.2,4,0,0
Law,hackathon,Sciences,club_student,101,0.74,0.16,2,1,1
Education,career,Medicine,dean_of_faculty,111,0.89,0.1,0,2,1
Medicine,career,Medicine,club_event,15,0.94,0.6,1,3,1
Business,workshop,Engineering,dean_of_faculty,218,0.58,0.49,3,3,1
Arts,social,Computer Science,club_event,271,0.65,0.45,1,1,1
Law,seminar,Medicine,student_affairs,73,0.89,0.97,3,1,1
Engineering,career,Sciences,student_affairs,70,0.1,0.17,1,5,0
Business,career,Business,club_event,65,0.71,0.86,1,2,1
Architecture,seminar,Medicine,dean_of_faculty,181,0.74,0.79,0,3,1
Architecture,cultural,Sciences,club_student,37,0.48,0.67,2,4,1
Engineering,sports,Business,club_student,80,0.52,0.5,3,0,1
Engineering,volunteer,Medicine,dean_of_faculty,141,0.59,0.37,3,1,1
Computer Science,social,Student Affairs,dean_of_faculty,207,0.43,0.96,3,4,1
Business,volunteer,Medicine,club_student,85,0.39,0.28,4,4,1
Business,volunteer,Arts,club_event,154,0.7,0.67,0,3,1
Business,workshop,Sciences,student_affairs,258,0.23,0.66,3,4,1
Medicine,seminar,Computer Science,dean_of_faculty,217,0.54,0.61,4,4,1
Architecture,sports,Medicine,student_affairs,160,0.47,0.17,4,1,1
Medicine,seminar,Sciences,dean_of_faculty,139,0.36,0.51,2,1,1
Engineering,hackathon,Arts,club_student,150,0.36,0.11,4,1,1
Law,workshop,Arts,club_event,75,0.85,0.99,1,3,1
Architecture,workshop,Sciences,dean_of_faculty,163,0.6,0.91,0,4,1
Medicine,volunteer,Medicine,club_student,128,0.1,0.89,4,4,1
Computer Science,volunteer,Sciences,student_affairs,136,0.66,0.76,2,5,1
Education,hackathon,Computer Science,club_event,22,0.23,0.96,2,0,1
Arts,workshop,Student Affairs,student_affairs,214,0.78,0.46,4,4,1
Arts,workshop,Arts,dean_of_faculty,164,0.19,0.33,4,1,1
Medicine,hackathon,Sciences,club_student,272,0.79,0.92,0,5,1
Architecture,social,Sciences,club_student,30,0.2,0.78,3,2,1
Engineering,workshop,Business,student_affairs,166,0.37,0.97,1,4,1
Computer Science,hackathon,Sciences,student_affairs,190,0.96,0.6,3,2,1
Computer Science,hackathon,Business,club_event,74,0.39,0.41,4,3,1
Business,volunteer,Sciences,club_event,109,0.95,0.26,4,0,1
Arts,sports,Sciences,club_student,147,0.55,0.53,3,2,1
Education,volunteer,Medicine,club_event,238,0.39,0.19,1,4,1
Computer Science,cultural,Computer Science,club_student,85,0.36,0.76,1,0,1
Computer Science,workshop,Student Affairs,club_event,216,0.21,0.27,0,0,0
Architecture,career,Computer Science,club_event,252,0.55,0.48,2,4,1
Arts,volunteer,Medicine,student_affairs,179,0.6,0.25,4,5,1
Education,social,Student Affairs,student_affairs,66,0.47,0.98,2,3,1
Engineering,cultural,Engineering,club_student,187,0.92,0.58,0,2,1
Engineering,sports,Sciences,dean_of_faculty,172,0.34,0.31,2,5,1
Business,sports,Sciences,student_affairs,72,0.85,0.86,0,2,1
Architecture,career,Arts,student_affairs,119,0.13,0.31,4,4,0
Arts,seminar,Medicine,club_event,230,0.17,0.81,1,1,1
Business,hackathon,Engineering,dean_of_faculty,274,0.58,0.26,4,0,1
Business,cultural,Medicine,dean_of_faculty,115,0.11,0.84,3,1,1
Engineering,volunteer,Business,club_student,242,0.72,0.47,1,2,1
Architecture,workshop,Engineering,club_student,197,0.48,0.53,2,2,1
Architecture,seminar,Student Affairs,dean_of_faculty,241,0.77,0.94,4,3,1
Engineering,sports,Business,club_event,217,0.22,0.64,2,3,1
Law,sports,Arts,club_student,29,0.72,0.2,4,4,1
Architecture,career,Medicine,club_student,134,0.85,0.72,2,1,1
Engineering,hackathon,Student Affairs,student_affairs,162,0.25,0.37,2,5,1
Medicine,cultural,Medicine,student_affairs,239,0.25,0.92,2,3,1
Education,social,Medicine,club_student,41,0.26,0.16,4,3,0
Engineering,social,Arts,club_event,246,0.91,0.52,2,4,1
Medicine,volunteer,Computer Science,club_student,151,0.82,0.29,3,1,1
Law,seminar,Engineering,club_event,126,0.67,0.29,4,2,1
Engineering,seminar,Medicine,club_event,266,0.85,0.17,2,4,0
Computer Science,social,Computer Science,club_student,242,0.52,0.14,2,1,1
Law,hackathon,Medicine,club_event,128,0.84,0.44,2,5,1
Computer Science,cultural,Student Affairs,club_student,178,0.28,0.71,0,5,1
Engineering,career,Computer Science,club_student,20,0.32,0.87,1,4,1
Medicine,social,Student Affairs,student_affairs,193,0.21,0.75,0,4,0
Education,seminar,Computer Science,club_student,36,0.36,0.15,1,2,0
Architecture,career,Sciences,club_student,190,0.94,0.82,4,3,1
Law,social,Sciences,club_student,126,0.72,0.56,4,3,1
Arts,volunteer,Business,club_student,18,0.66,0.59,3,0,1
Medicine,cultural,Student Affairs,club_event,59,0.69,0.87,3,1,1
Business,volunteer,Arts,club_student,66,0.44,0.32,4,0,1
Arts,cultural,Sciences,club_event,248,0.13,0.24,4,3,1
Law,hackathon,Engineering,student_affairs,142,0.37,0.57,3,2,1
Law,seminar,Engineering,club_student,251,0.96,0.39,1,2,1
Medicine,hackathon,Computer Science,student_affairs,36,0.98,0.97,0,1,1
Computer Science,social,Sciences,club_event,19,0.34,0.54,1,3,0
Engineering,sports,Student Affairs,student_affairs,153,0.51,0.58,4,1,1
Arts,workshop,Medicine,dean_of_faculty,37,0.48,0.46,4,5,1
Computer Science,social,Business,student_affairs,275,0.51,0.34,2,2,1
Arts,volunteer,Medicine,dean_of_faculty,84,0.86,0.21,2,1,0
Law,seminar,Computer Science,club_student,211,0.86,0.84,0,1,1
Arts,seminar,Medicine,dean_of_faculty,120,0.59,0.5,2,4,1
Arts,career,Sciences,student_affairs,258,0.5,0.85,0,1,1
Computer Science,seminar,Arts,club_event,277,0.84,0.89,0,1,1
Law,social,Arts,student_affairs,100,0.97,0.93,0,5,1
Arts,seminar,Medicine,club_student,197,0.51,0.22,2,2,1
Computer Science,cultural,Student Affairs,student_affairs,66,0.61,0.24,2,1,1
Engineering,workshop,Medicine,dean_of_faculty,173,0.19,0.67,1,1,1
Architecture,workshop,Medicine,dean_of_faculty,92,0.77,0.98,4,3,1
Business,volunteer,Engineering,dean_of_faculty,167,0.81,0.27,0,2,1
Arts,social,Sciences,club_student,70,0.58,0.66,0,1,1
Law,seminar,Student Affairs,dean_of_faculty,125,0.15,0.11,4,3,0
Business,workshop,Business,club_student,31,0.64,0.8,1,3,1
Law,social,Engineering,student_affairs,115,0.47,0.59,0,0,1
Architecture,volunteer,Engineering,club_student,64,0.55,0.22,4,0,0
Architecture,career,Medicine,dean_of_faculty,60,0.27,0.8,3,1,0
Engineering,career,Medicine,dean_of_faculty,36,0.77,0.53,0,5,1
Business,social,Engineering,club_student,144,0.38,0.93,2,5,1
Engineering,cultural,Engineering,club_event,50,0.53,0.11,2,2,1
Computer Science,social,Computer Science,club_event,169,0.36,0.81,1,1,1
Engineering,hackathon,Engineering,club_event,190,0.26,0.92,2,0,1
Computer Science,sports,Arts,dean_of_faculty,257,0.89,0.44,0,1,1
Law,volunteer,Arts,club_student,130,0.93,0.52,0,5,1
Medicine,workshop,Student Affairs,club_event,153,0.95,0.84,2,4,1
Engineering,hackathon,Engineering,club_event,69,0.2,0.7,2,4,1
Engineering,social,Computer Science,dean_of_faculty,222,0.99,0.73,4,4,1
Medicine,cultural,Medicine,dean_of_faculty,278,0.71,0.21,3,3,1
Computer Science,sports,Arts,dean_of_faculty,147,0.12,0.77,3,5,1
Engineering,seminar,Medicine,club_student,266,0.36,0.86,1,0,1
Computer Science,workshop,Sciences,club_event,216,0.65,0.76,1,1,1
Arts,sports,Medicine,student_affairs,276,0.49,0.5,0,4,1
Arts,hackathon,Arts,student_affairs,236,0.27,0.74,0,1,1
Business,career,Student Affairs,dean_of_faculty,90,0.88,0.42,2,0,1
Arts,workshop,Engineering,club_student,24,0.59,0.44,2,5,1
Law,cultural,Business,club_student,17,0.1,0.57,4,0,0
Engineering,hackathon,Computer Science,club_student,26,0.62,0.87,0,3,1
Business,career,Business,dean_of_faculty,118,0.94,0.77,4,5,1
Architecture,workshop,Sciences,club_student,187,0.37,0.99,0,4,1
Medicine,hackathon,Business,club_student,40,0.12,0.64,4,4,0
Arts,career,Sciences,club_student,64,0.75,0.32,3,0,1
Engineering,volunteer,Engineering,student_affairs,147,0.4,0.23,4,2,1
Computer Science,career,Student Affairs,student_affairs,21,0.16,0.28,1,2,0
Computer Science,cultural,Arts,dean_of_faculty,143,0.36,0.9,2,3,1
Business,workshop,Engineering,club_student,85,0.34,0.68,0,1,1
Engineering,social,Business,club_event,277,0.5,0.93,2,0,1
Law,social,Engineering,student_affairs,271,0.9,0.55,2,1,1
Education,career,Sciences,student_affairs,96,0.96,0.3,3,0,0
Engineering,social,Medicine,club_student,86,0.6,0.4,4,0,1
Engineering,social,Computer Science,student_affairs,192,0.61,0.36,3,0,1
Computer Science,cultural,Medicine,club_event,127,0.15,0.48,0,0,0
Arts,social,Sciences,club_student,30,0.18,0.89,1,1,0
Business,hackathon,Engineering,student_affairs,60,0.21,0.69,2,4,0
Computer Science,cultural,Student Affairs,dean_of_faculty,237,0.78,0.3,2,2,1
Computer Science,sports,Student Affairs,club_event,88,0.98,0.48,1,5,1
Computer Science,seminar,Medicine,club_student,185,0.31,0.43,1,5,1
Business,sports,Business,student_affairs,230,0.17,1.0,4,1,1
Education,seminar,Student Affairs,club_event,249,0.7,0.26,3,0,1
Law,hackathon,Arts,dean_of_faculty,93,0.87,0.35,0,4,1
Law,cultural,Medicine,student_affairs,165,0.53,0.85,1,4,1
Arts,volunteer,Engineering,club_student,226,0.98,0.2,4,2,1
Architecture,sports,Business,club_event,135,0.38,0.34,1,2,0
Law,hackathon,Medicine,club_event,71,0.24,0.4,3,2,0
Education,social,Arts,student_affairs,103,0.12,0.46,2,2,1
Engineering,seminar,Engineering,dean_of_faculty,115,0.59,0.17,1,3,1
Law,career,Arts,club_event,187,0.71,0.81,4,4,1
Engineering,sports,Medicine,dean_of_faculty,26,0.99,0.46,0,2,1
Engineering,workshop,Business,club_student,97,0.83,0.43,1,5,1
Engineering,social,Business,club_student,75,0.74,0.15,4,5,1
Law,workshop,Computer Science,club_event,269,0.23,0.74,4,3,0
Computer Science,career,Business,club_student,118,0.19,0.5,4,4,1
Computer Science,seminar,Engineering,student_affairs,31,0.94,0.29,3,0,1
Architecture,seminar,Medicine,dean_of_faculty,227,0.14,0.77,3,1,1
Education,workshop,Student Affairs,student_affairs,65,0.62,0.36,3,4,1
Education,workshop,Student Affairs,club_student,54,0.29,0.49,1,2,1
Engineering,workshop,Sciences,club_event,242,0.57,0.1,1,3,1
Computer Science,career,Sciences,club_student,227,0.2,0.12,4,0,1
Architecture,social,Business,club_event,211,0.33,0.54,0,4,1
Education,career,Engineering,dean_of_faculty,229,0.6,0.2,0,1,1
Computer Science,volunteer,Computer Science,student_affairs,253,0.88,0.55,0,1,1
Medicine,career,Computer Science,club_event,124,0.89,0.97,1,0,1
Computer Science,hackathon,Medicine,dean_of_faculty,195,0.86,0.33,3,0,1
Architecture,volunteer,Engineering,dean_of_faculty,75,0.32,0.86,2,5,1
Business,seminar,Arts,club_student,74,0.85,0.91,1,3,1
Architecture,workshop,Business,club_event,201,0.14,0.95,4,2,1
Business,sports,Computer Science,club_event,72,0.66,0.88,4,1,1
Medicine,seminar,Business,club_student,20,0.37,0.2,3,4,0
Engineering,workshop,Arts,club_event,38,0.23,0.43,0,3,0
Education,hackathon,Student Affairs,student_affairs,221,0.74,0.32,4,2,1
Engineering,seminar,Engineering,student_affairs,23,0.84,0.89,2,3,1
Business,cultural,Medicine,dean_of_faculty,77,0.39,0.32,2,2,1
Engineering,social,Medicine,club_student,244,0.92,0.4,0,1,1
Education,cultural,Medicine,club_student,189,0.43,0.24,0,5,1
Architecture,social,Business,dean_of_faculty,24,0.24,0.81,3,5,0
Education,sports,Sciences,dean_of_faculty,254,0.23,0.42,3,0,0
Arts,workshop,Computer Science,dean_of_faculty,77,0.43,0.82,3,4,1
Arts,cultural,Student Affairs,club_student,125,0.19,0.39,1,4,0
Business,cultural,Arts,club_student,169,0.55,0.39,3,5,1
Computer Science,social,Medicine,club_event,185,0.33,0.78,4,3,1
Architecture,social,Medicine,student_affairs,38,0.5,0.49,1,0,1
Law,career,Business,dean_of_faculty,49,0.87,0.74,2,1,1
Law,cultural,Sciences,club_event,198,0.64,0.3,4,3,1
Architecture,workshop,Sciences,club_student,149,0.57,0.94,3,4,1
Business,workshop,Student Affairs,student_affairs,204,0.8,0.33,2,0,1
Business,cultural,Business,dean_of_faculty,57,0.96,0.39,3,3,1
Computer Science,volunteer,Business,student_affairs,225,0.51,0.76,4,4,1
Architecture,volunteer,Arts,student_affairs,96,0.49,0.17,0,1,1
Medicine,social,Computer Science,club_event,259,0.29,0.46,1,3,1
Business,workshop,Student Affairs,club_event,104,0.95,0.23,0,0,1
Architecture,volunteer,Student Affairs,dean_of_faculty,233,0.65,0.97,0,3,1
Medicine,social,Medicine,student_affairs,73,0.36,0.85,3,4,1
Computer Science,volunteer,Business,club_student,232,0.96,0.11,4,1,1
Business,hackathon,Medicine,club_student,63,1.0,0.9,1,5,1
Architecture,seminar,Engineering,dean_of_faculty,27,0.88,0.51,0,1,1
Engineering,hackathon,Business,dean_of_faculty,35,0.9,0.72,0,2,1
Arts,social,Sciences,dean_of_faculty,108,0.33,0.35,4,1,1
Architecture,social,Medicine,student_affairs,242,0.49,0.32,4,0,1
Computer Science,hackathon,Computer Science,student_affairs,148,0.15,0.89,4,5,1
Education,seminar,Student Affairs,club_event,130,0.21,0.73,3,1,1
Engineering,social,Medicine,club_student,213,0.3,0.69,2,4,1
Computer Science,social,Computer Science,dean_of_faculty,229,0.51,0.68,1,3,1
Medicine,volunteer,Business,dean_of_faculty,150,0.66,0.66,2,0,1
Computer Science,hackathon,Arts,club_student,229,0.77,0.99,3,0,1
Computer Science,seminar,Medicine,club_event,38,0.25,0.79,2,2,1
Arts,workshop,Arts,student_affairs,32,0.63,0.26,1,2,1
Arts,career,Business,club_student,100,0.32,0.16,1,2,0
Education,volunteer,Computer Science,club_student,73,0.66,0.76,2,2,1
Computer Science,career,Computer Science,dean_of_faculty,273,0.83,0.83,2,5,1
Arts,career,Business,club_event,165,0.86,0.45,1,4,1
Computer Science,workshop,Arts,club_event,77,0.21,0.97,2,2,1
Computer Science,cultural,Computer Science,student_affairs,216,0.38,0.89,4,4,1
Computer Science,seminar,Business,club_event,269,0.46,0.17,3,2,1
Medicine,social,Engineering,club_student,211,0.26,0.8,2,5,1
Arts,cultural,Arts,club_student,82,0.26,0.5,1,0,1
Arts,hackathon,Business,dean_of_faculty,155,0.53,0.24,4,5,1
Medicine,hackathon,Engineering,club_event,28,0.9,0.48,3,1,0
Business,sports,Arts,club_event,153,0.15,0.25,0,0,0
Arts,volunteer,Arts,club_student,177,0.18,0.29,1,0,1
Engineering,sports,Business,club_student,279,0.87,0.54,4,3,1
Medicine,cultural,Medicine,club_event,206,0.72,0.33,1,1,1
Arts,sports,Student Affairs,student_affairs,71,0.63,0.76,0,2,1
Architecture,cultural,Engineering,dean_of_faculty,267,0.67,0.85,1,1,1
Business,hackathon,Arts,club_student,198,0.89,0.95,1,2,1
Medicine,hackathon,Arts,club_student,185,0.67,0.81,2,5,1
Arts,social,Computer Science,student_affairs,238,0.74,0.53,3,1,0
Medicine,hackathon,Sciences,club_event,101,0.43,0.93,2,5,1
Law,social,Medicine,club_event,103,0.27,0.42,0,4,0
Law,social,Computer Science,student_affairs,243,0.25,0.47,4,2,1
Computer Science,seminar,Computer Science,club_event,98,0.32,0.35,2,4,1
Computer Science,workshop,Medicine,dean_of_faculty,216,0.25,0.72,0,1,1
Computer Science,sports,Computer Science,student_affairs,41,0.97,0.43,1,1,1
Medicine,workshop,Engineering,club_event,53,0.14,0.78,4,1,0
Arts,social,Business,club_event,167,0.85,0.18,4,1,1
Computer Science,workshop,Sciences,club_student,88,0.52,0.69,2,3,1
Engineering,hackathon,Computer Science,club_student,257,0.98,0.88,3,2,1
Education,workshop,Engineering,student_affairs,131,0.52,0.28,3,0,1
Law,social,Computer Science,club_event,71,0.29,0.88,1,3,1
Medicine,sports,Student Affairs,club_student,237,0.37,0.94,0,3,1
Medicine,seminar,Student Affairs,club_event,250,0.26,0.52,3,4,1
Law,workshop,Sciences,club_event,143,0.64,0.26,0,2,1
Engineering,cultural,Arts,student_affairs,66,0.56,0.5,0,3,1
Arts,social,Arts,club_event,36,0.89,0.36,1,3,1
Medicine,seminar,Computer Science,dean_of_faculty,101,0.3,0.41,2,1,0
Law,sports,Sciences,club_student,99,0.42,0.36,4,2,1
Law,social,Sciences,club_student,158,0.72,0.26,4,3,1
Medicine,seminar,Student Affairs,club_student,16,0.64,0.3,2,5,1
Architecture,sports,Business,club_student,215,0.75,0.31,4,4,0
Computer Science,career,Sciences,club_student,149,0.7,0.14,3,5,1
Engineering,sports,Business,dean_of_faculty,273,0.96,0.57,2,1,1
Law,hackathon,Engineering,dean_of_faculty,194,0.89,0.33,3,3,1
Law,career,Sciences,club_student,203,0.69,0.89,0,4,1
Computer Science,workshop,Business,dean_of_faculty,258,0.93,0.25,0,0,1
Medicine,volunteer,Engineering,dean_of_faculty,212,0.12,0.98,2,3,1
Law,workshop,Arts,club_student,131,0.74,0.5,3,4,1
Arts,workshop,Sciences,dean_of_faculty,240,0.7,0.12,3,3,1
Engineering,social,Business,club_event,230,0.47,0.87,4,5,1
Engineering,workshop,Computer Science,dean_of_faculty,275,0.68,0.49,1,4,1
Computer Science,hackathon,Sciences,club_event,227,0.28,0.71,1,5,1
Architecture,hackathon,Engineering,student_affairs,180,0.86,0.86,2,4,1
Engineering,cultural,Engineering,student_affairs,231,0.79,0.79,4,3,1
Architecture,workshop,Sciences,dean_of_faculty,120,0.27,0.16,0,3,0
Computer Science,cultural,Business,club_event,275,0.86,0.17,4,4,1
Architecture,seminar,Medicine,club_event,229,0.73,0.97,1,1,1
Architecture,workshop,Medicine,dean_of_faculty,172,0.65,0.25,4,2,1
Arts,career,Engineering,club_event,182,0.37,0.99,4,5,0
Medicine,volunteer,Computer Science,dean_of_faculty,245,0.12,0.44,1,0,1
Architecture,career,Engineering,student_affairs,147,1.0,0.58,2,1,1
Medicine,career,Computer Science,club_student,90,0.8,0.72,0,3,1
Engineering,hackathon,Sciences,club_student,212,0.67,0.96,2,5,1
Engineering,volunteer,Student Affairs,club_student,67,0.44,0.87,4,5,1
Engineering,volunteer,Engineering,club_event,244,0.8,0.2,0,4,1
Law,sports,Engineering,dean_of_faculty,39,0.28,0.56,4,0,0
Engineering,cultural,Business,dean_of_faculty,91,0.58,0.64,3,4,1
Medicine,sports,Computer Science,student_affairs,30,0.69,0.12,1,4,1
Education,social,Student Affairs,dean_of_faculty,156,0.18,0.48,0,3,1
Engineering,hackathon,Computer Science,club_student,102,0.82,0.47,1,0,1
Business,workshop,Business,club_student,248,0.15,0.78,1,3,1
Medicine,sports,Arts,club_event,181,0.82,0.44,1,5,1
Architecture,workshop,Engineering,club_event,20,0.76,0.37,1,2,1
Education,career,Sciences,club_student,61,0.94,0.24,1,3,1
Computer Science,social,Medicine,student_affairs,246,0.46,0.83,0,1,1
Architecture,workshop,Business,student_affairs,139,0.44,0.22,2,0,1
Arts,hackathon,Arts,club_student,240,0.81,0.8,2,5,0
Arts,hackathon,Computer Science,student_affairs,276,0.59,0.21,4,3,1
Arts,volunteer,Arts,dean_of_faculty,225,0.24,0.28,1,1,1
Law,hackathon,Computer Science,dean_of_faculty,223,0.36,0.17,2,4,1
Architecture,social,Business,club_student,146,0.27,0.57,1,1,1
Business,workshop,Sciences,dean_of_faculty,218,0.17,0.51,4,4,1
Arts,volunteer,Sciences,club_event,141,0.29,0.78,3,3,1
Architecture,cultural,Sciences,club_event,205,0.92,0.49,2,0,1
Business,workshop,Medicine,student_affairs,141,0.19,0.28,4,5,1
Engineering,social,Business,dean_of_faculty,20,0.13,0.91,2,2,1
Architecture,hackathon,Business,club_student,171,0.77,0.7,0,2,1
Engineering,career,Arts,club_student,23,0.28,0.83,3,2,1
Architecture,social,Engineering,dean_of_faculty,182,0.85,0.45,1,5,1
Business,sports,Engineering,student_affairs,92,0.15,0.26,2,1,1
Architecture,hackathon,Sciences,club_student,148,0.6,0.66,1,4,1
Computer Science,volunteer,Sciences,club_event,17,0.18,0.69,1,5,0
Architecture,hackathon,Sciences,club_student,235,0.61,0.98,1,5,1
Medicine,workshop,Arts,club_event,172,0.54,0.21,1,2,1
Engineering,career,Sciences,student_affairs,222,0.19,0.15,3,3,1
Business,seminar,Sciences,student_affairs,46,0.3,0.18,4,5,0
Computer Science,social,Student Affairs,student_affairs,51,0.63,0.56,1,1,1
Arts,sports,Student Affairs,club_event,165,0.87,0.38,3,2,1
Computer Science,sports,Sciences,dean_of_faculty,28,0.5,0.96,3,1,1
Education,seminar,Engineering,dean_of_faculty,226,0.39,0.8,4,0,1
Computer Science,volunteer,Engineering,dean_of_faculty,137,0.96,0.25,4,4,1
Medicine,volunteer,Sciences,club_event,145,0.13,0.83,4,2,1
Education,volunteer,Medicine,club_student,63,0.39,0.85,2,2,1
Law,volunteer,Business,club_student,218,0.14,0.54,3,0,0
Computer Science,career,Computer Science,club_student,174,0.39,0.38,4,2,1
Arts,social,Business,club_student,27,0.71,0.63,3,1,1
Computer Science,career,Medicine,student_affairs,219,0.72,0.35,0,5,1
Computer Science,social,Sciences,student_affairs,95,0.65,0.4,3,2,1
Arts,career,Student Affairs,club_event,190,0.75,0.22,0,1,1
Architecture,sports,Arts,club_student,272,0.92,0.91,3,3,0
Architecture,workshop,Medicine,club_event,36,0.98,0.74,4,5,1
Medicine,career,Engineering,club_student,117,0.71,0.92,3,3,1
Education,sports,Medicine,student_affairs,39,0.41,0.82,1,1,1
Engineering,hackathon,Engineering,student_affairs,247,0.82,0.71,1,1,0
Arts,cultural,Student Affairs,club_student,258,0.53,0.35,2,2,1
Computer Science,social,Student Affairs,club_event,55,0.5,0.16,3,5,1
Education,career,Medicine,student_affairs,230,0.89,0.54,3,3,1
Law,social,Business,student_affairs,207,0.93,0.43,0,1,1
Engineering,sports,Engineering,club_event,206,0.54,0.6,3,0,1
Law,hackathon,Engineering,student_affairs,41,0.45,0.14,3,1,0
Computer Science,volunteer,Engineering,club_event,59,0.68,0.49,0,4,1
Engineering,workshop,Computer Science,club_event,37,0.63,0.99,0,5,1
Computer Science,social,Arts,club_event,26,0.65,0.41,1,3,1
Architecture,volunteer,Business,club_student,110,0.97,0.14,4,5,1
Computer Science,social,Computer Science,dean_of_faculty,193,0.93,0.95,2,5,1
Medicine,social,Engineering,student_affairs,161,0.77,0.97,2,5,1
Education,career,Medicine,club_student,78,0.6,0.67,0,5,1
Law,volunteer,Student Affairs,student_affairs,123,0.36,0.86,2,2,1
Law,social,Computer Science,club_event,204,0.23,0.54,3,0,1
Law,hackathon,Engineering,club_event,224,0.19,0.48,1,2,1
Computer Science,cultural,Engineering,student_affairs,244,0.88,0.24,3,3,0
Arts,volunteer,Computer Science,club_student,202,0.55,0.12,2,1,1
Engineering,cultural,Business,club_student,231,0.55,0.18,3,0,1
Architecture,workshop,Arts,club_event,106,0.33,0.17,1,4,0
Architecture,sports,Engineering,dean_of_faculty,150,0.76,0.43,0,5,1
Architecture,workshop,Arts,dean_of_faculty,78,0.62,0.76,4,5,1
Law,hackathon,Student Affairs,student_affairs,222,0.62,0.49,3,0,1
Arts,volunteer,Student Affairs,dean_of_faculty,150,0.66,0.6,3,4,1
Education,cultural,Engineering,club_event,139,0.99,0.72,3,5,1
Medicine,career,Computer Science,club_student,66,0.61,0.25,4,2,1
Arts,career,Business,club_event,260,0.29,0.71,1,4,1
Law,sports,Arts,club_student,110,0.88,0.93,2,1,1
Law,cultural,Sciences,club_event,147,0.25,0.53,1,4,1
Business,career,Student Affairs,student_affairs,87,0.14,0.31,1,0,1
Medicine,workshop,Engineering,dean_of_faculty,111,0.31,0.82,4,2,1
Arts,sports,Sciences,club_student,91,0.9,0.11,3,2,1
Engineering,volunteer,Computer Science,student_affairs,190,0.21,0.45,3,2,1
Engineering,career,Medicine,club_event,78,0.13,0.74,3,2,1
Arts,social,Business,dean_of_faculty,92,0.92,0.54,3,3,1
Engineering,hackathon,Student Affairs,club_student,218,0.46,0.37,3,0,1
Architecture,workshop,Business,student_affairs,41,0.31,0.82,2,4,1
Medicine,social,Student Affairs,student_affairs,58,0.76,0.13,3,5,1
Computer Science,social,Sciences,student_affairs,24,0.71,0.88,3,2,1
Law,cultural,Sciences,club_event,205,0.61,0.1,3,1,0
Computer Science,career,Student Affairs,dean_of_faculty,112,0.82,0.7,2,5,1
Law,sports,Sciences,club_student,159,0.62,0.34,4,3,1
Arts,seminar,Medicine,club_event,263,0.77,0.85,2,4,1
Medicine,hackathon,Engineering,student_affairs,175,0.11,0.35,1,1,0
Law,sports,Business,club_event,82,0.77,0.98,2,3,1
